week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2008-09-19,38,0,842,0,0
2008-09-26,39,0,854,0,0
2008-10-03,40,0,895,0,0
2008-10-10,41,0,902,0,0
2008-10-17,42,0,915,0,0
2008-10-24,43,0,863,0,0
2008-10-31,44,0,982,0,0
2008-11-07,45,0,1051,0,0
2008-11-14,46,0,957,0,0
2008-11-21,47,0,910,0,0
2008-11-28,48,0,1000,0,0
2008-12-05,49,0,1145,0,0
2008-12-12,50,0,1146,0,0
2008-12-19,51,0,1213,0,0
2008-12-26,52,0,1261,0,0
2009-01-02,1,0,1286,0,0
2009-01-09,2,0,1322,0,0
2009-01-16,3,0,1219,0,0
2009-01-23,4,0,1129,0,0
2009-01-30,5,0,1014,0,0
2009-02-06,6,0,1059,0,0
2009-02-13,7,0,1050,0,0
2009-02-20,8,0,1039,0,0
2009-02-27,9,0,885,0,0
2009-03-06,10,0,942,0,0
2009-03-13,11,0,986,0,0
2009-03-20,12,0,913,0,0
2009-03-27,13,0,961,0,0
2009-04-03,14,0,922,0,0
2009-04-10,15,0,920,0,0
2009-04-17,16,0,926,0,0
2009-04-24,17,0,882,0,0
2009-05-01,18,0,853,0,0
2009-05-08,19,0,881,0,0
2009-05-15,20,0,861,0,0
2009-05-22,21,0,892,0,0
2009-05-29,22,0,891,0,0
2009-06-05,23,0,879,0,0
2009-06-12,24,0,856,0,0
2009-06-19,25,0,836,0,0
2009-06-26,26,0,830,0,0
2009-07-03,27,0,861,0,0
2009-07-10,28,0,807,0,0
2009-07-17,29,0,835,0,0
2009-07-24,30,0,817,0,0
2009-07-31,31,0,806,0,0
2009-08-07,32,0,840,0,0
2009-08-14,33,0,805,0,0
2009-08-21,34,0,838,0,0
2009-08-28,35,0,829,0,0
2009-09-04,36,0,863,0,0
2009-09-11,37,0,851,0,0
2009-09-18,38,0,816,0,0
2009-09-25,39,0,829,0,0
2009-10-02,40,0,867,0,0
2009-10-09,41,0,913,0,0
2009-10-16,42,0,938,0,0
2009-10-23,43,0,941,0,0
2009-10-30,44,0,953,0,0
2009-11-06,45,0,931,0,0
2009-11-13,46,0,951,0,0
2009-11-20,47,0,941,0,0
2009-11-27,48,0,942,0,0
2009-12-04,49,0,987,0,0
2009-12-11,50,0,1003,0,0
2009-12-18,51,0,1018,0,0
2009-12-25,52,0,1150,0,0
2010-01-01,53,0,1131,0,0
2010-01-08,1,1317,1127,0,0
2010-01-15,2,1163,1171,0,0
2010-01-22,3,1133,1069,0,0
2010-01-29,4,1031,995,0,0
2010-02-05,5,987,1015,0,0
2010-02-12,6,941,965,0,0
2010-02-19,7,960,987,0,0
2010-02-26,8,1040,1041,0,0
2010-03-05,9,952,938,0,0
2010-03-12,10,984,985,0,0
2010-03-19,11,965,970,0,0
2010-03-26,12,965,942,0,0
2010-04-02,13,768,889,0,0
2010-04-09,14,937,924,0,0
2010-04-16,15,995,922,0,0
2010-04-23,16,880,897,0,0
2010-04-30,17,964,951,0,0
2010-05-07,18,870,886,0,0
2010-05-14,19,944,896,0,0
2010-05-21,20,896,931,0,0
2010-05-28,21,983,943,0,0
2010-06-04,22,827,894,0,0
2010-06-11,23,902,786,0,0
2010-06-18,24,834,856,0,0
2010-06-25,25,863,867,0,0
2010-07-02,26,851,869,0,0
2010-07-09,27,814,844,0,0
2010-07-16,28,829,843,0,0
2010-07-23,29,857,821,0,0
2010-07-30,30,858,822,0,0
2010-08-06,31,849,853,0,0
2010-08-13,32,844,855,0,0
2010-08-20,33,850,819,0,0
2010-08-27,34,895,902,0,0
2010-09-03,35,788,857,0,0
2010-09-10,36,866,852,0,0
2010-09-17,37,830,812,0,0
2010-09-24,38,907,921,0,0
2010-10-01,39,885,870,0,0
2010-10-08,40,853,882,0,0
2010-10-15,41,907,952,0,0
2010-10-22,42,1002,986,0,0
2010-10-29,43,917,928,0,0
2010-11-05,44,923,926,0,0
2010-11-12,45,916,917,0,0
2010-11-19,46,940,916,0,0
2010-11-26,47,960,1004,0,0
2010-12-03,48,888,1028,0,0
2010-12-10,49,1220,1116,0,0
2010-12-17,50,1097,1075,0,0
2010-12-24,51,1098,1125,0,0
2010-12-31,52,976,1204,0,0
2011-01-07,1,1351,1317,0,0
2011-01-14,2,1268,1193,0,0
2011-01-21,3,1095,1029,0,0
2011-01-28,4,1091,1035,0,0
2011-02-04,5,972,991,0,0
2011-02-11,6,997,975,0,0
2011-02-18,7,992,991,0,0
2011-02-25,8,941,918,0,0
2011-03-04,9,864,896,0,0
2011-03-11,10,970,1023,0,0
2011-03-18,11,969,965,0,0
2011-03-25,12,1023,1021,0,0
2011-04-01,13,937,945,0,0
2011-04-08,14,946,908,0,0
2011-04-15,15,950,944,0,0
2011-04-22,16,841,930,0,0
2011-04-29,17,841,940,0,0
2011-05-06,18,1009,870,0,0
2011-05-13,19,985,918,0,0
2011-05-20,20,879,875,0,0
2011-05-27,21,890,897,0,0
2011-06-03,22,826,869,0,0
2011-06-10,23,899,881,0,0
2011-06-17,24,889,855,0,0
2011-06-24,25,853,840,0,0
2011-07-01,26,872,893,0,0
2011-07-08,27,850,898,0,0
2011-07-15,28,851,838,0,0
2011-07-22,29,847,837,0,0
2011-07-29,30,851,834,0,0
2011-08-05,31,861,843,0,0
2011-08-12,32,819,856,0,0
2011-08-19,33,819,789,0,0
2011-08-26,34,873,850,0,0
2011-09-02,35,765,825,0,0
2011-09-09,36,890,898,0,0
2011-09-16,37,902,874,0,0
2011-09-23,38,877,910,0,0
2011-09-30,39,912,912,0,0
2011-10-07,40,895,861,0,0
2011-10-14,41,860,840,0,0
2011-10-21,42,881,880,0,0
2011-10-28,43,935,994,0,0
2011-11-04,44,1039,983,0,0
2011-11-11,45,855,891,0,0
2011-11-18,46,910,884,0,0
2011-11-25,47,907,941,0,0
2011-12-02,48,949,984,0,0
2011-12-09,49,1013,977,0,0
2011-12-16,50,1029,1054,0,0
2011-12-23,51,1080,1063,0,0
2011-12-30,52,891,1063,0,0
2012-01-06,1,1069,1103,0,0
2012-01-13,2,1150,1091,0,0
2012-01-20,3,1093,1077,0,0
2012-01-27,4,1074,969,0,0
2012-02-03,5,1010,1055,0,0
2012-02-10,6,1039,1070,0,0
2012-02-17,7,1037,1097,0,0
2012-02-24,8,1086,1058,0,0
2012-03-02,9,1085,1047,0,0
2012-03-09,10,1006,997,0,0
2012-03-16,11,1031,1001,0,0
2012-03-23,12,985,972,0,0
2012-03-30,13,892,940,0,0
2012-04-06,14,827,915,0,0
2012-04-13,15,969,949,0,0
2012-04-20,16,1034,1009,0,0
2012-04-27,17,1024,965,0,0
2012-05-04,18,964,915,0,0
2012-05-11,19,820,923,0,0
2012-05-18,20,1012,922,0,0
2012-05-25,21,933,919,0,0
2012-06-01,22,978,916,0,0
2012-06-08,23,714,907,0,0
2012-06-15,24,1000,842,0,0
2012-06-22,25,861,865,0,0
2012-06-29,26,894,939,0,0
2012-07-06,27,923,893,0,0
2012-07-13,28,828,854,0,0
2012-07-20,29,889,865,0,0
2012-07-27,30,937,881,0,0
2012-08-03,31,844,877,0,0
2012-08-10,32,871,853,0,0
2012-08-17,33,872,905,0,0
2012-08-24,34,917,851,0,0
2012-08-31,35,793,870,0,0
2012-09-07,36,853,862,0,0
2012-09-14,37,940,915,0,0
2012-09-21,38,882,873,0,0
2012-09-28,39,891,913,0,0
2012-10-05,40,858,893,0,0
2012-10-12,41,940,911,0,0
2012-10-19,42,901,929,0,0
2012-10-26,43,948,928,0,0
2012-11-02,44,928,922,0,0
2012-11-09,45,928,971,0,0
2012-11-16,46,954,939,0,0
2012-11-23,47,1017,936,0,0
2012-11-30,48,929,1001,0,0
2012-12-07,49,897,961,0,0
2012-12-14,50,1017,1017,0,0
2012-12-21,51,977,1134,0,0
2012-12-28,52,845,1107,0,0
2013-01-04,1,1138,1167,0,0
2013-01-11,2,1213,1072,0,0
2013-01-18,3,1155,1132,0,0
2013-01-25,4,1163,1118,0,0
2013-02-01,5,1121,1136,0,0
2013-02-08,6,1102,1116,0,0
2013-02-15,7,1126,1062,0,0
2013-02-22,8,1102,1057,0,0
2013-03-01,9,1056,1108,0,0
2013-03-08,10,1088,1114,0,0
2013-03-15,11,1067,1122,0,0
2013-03-22,12,1152,1103,0,0
2013-03-29,13,927,1062,0,0
2013-04-05,14,1113,1097,0,0
2013-04-12,15,1147,1103,0,0
2013-04-19,16,1139,1027,0,0
2013-04-26,17,1085,1018,0,0
2013-05-03,18,966,963,0,0
2013-05-10,19,895,951,0,0
2013-05-17,20,995,936,0,0
2013-05-24,21,978,910,0,0
2013-05-31,22,779,876,0,0
2013-06-07,23,917,858,0,0
2013-06-14,24,874,847,0,0
2013-06-21,25,850,847,0,0
2013-06-28,26,817,805,0,0
2013-07-05,27,868,862,0,0
2013-07-12,28,861,885,0,0
2013-07-19,29,902,838,0,0
2013-07-26,30,789,817,0,0
2013-08-02,31,851,857,0,0
2013-08-09,32,855,806,0,0
2013-08-16,33,819,832,0,0
2013-08-23,34,854,854,0,0
2013-08-30,35,790,843,0,0
2013-09-06,36,874,810,0,0
2013-09-13,37,833,827,0,0
2013-09-20,38,875,906,0,0
2013-09-27,39,935,891,0,0
2013-10-04,40,862,914,0,0
2013-10-11,41,933,849,0,0
2013-10-18,42,865,871,0,0
2013-10-25,43,876,882,0,0
2013-11-01,44,875,881,0,0
2013-11-08,45,950,860,0,0
2013-11-15,46,954,953,0,0
2013-11-22,47,898,901,0,0
2013-11-29,48,932,947,0,0
2013-12-06,49,974,1030,0,0
2013-12-13,50,1038,1016,0,0
2013-12-20,51,1052,983,0,0
2013-12-27,52,689,1017,0,0
2014-01-03,1,1139,1065,0,0
2014-01-10,2,1151,1058,0,0
2014-01-17,3,1077,995,0,0
2014-01-24,4,1058,1038,0,0
2014-01-31,5,1020,978,0,0
2014-02-07,6,976,1013,0,0
2014-02-14,7,999,996,0,0
2014-02-21,8,1016,1002,0,0
2014-02-28,9,983,970,0,0
2014-03-07,10,962,1028,0,0
2014-03-14,11,1000,948,0,0
2014-03-21,12,959,881,0,0
2014-03-28,13,896,908,0,0
2014-04-04,14,940,873,0,0
2014-04-11,15,921,931,0,0
2014-04-18,16,775,934,0,0
2014-04-25,17,919,933,0,0
2014-05-02,18,1049,928,0,0
2014-05-09,19,835,896,0,0
2014-05-16,20,960,868,0,0
2014-05-23,21,898,924,0,0
2014-05-30,22,791,891,0,0
2014-06-06,23,925,820,0,0
2014-06-13,24,888,864,0,0
2014-06-20,25,826,839,0,0
2014-06-27,26,904,905,0,0
2014-07-04,27,906,867,0,0
2014-07-11,28,829,837,0,0
2014-07-18,29,905,893,0,0
2014-07-25,30,806,831,0,0
2014-08-01,31,870,880,0,0
2014-08-08,32,854,815,0,0
2014-08-15,33,862,863,0,0
2014-08-22,34,877,901,0,0
2014-08-29,35,831,932,0,0
2014-09-05,36,1003,891,0,0
2014-09-12,37,899,825,0,0
2014-09-19,38,901,907,0,0
2014-09-26,39,897,863,0,0
2014-10-03,40,888,887,0,0
2014-10-10,41,891,906,0,0
2014-10-17,42,979,1004,0,0
2014-10-24,43,937,897,0,0
2014-10-31,44,940,953,0,0
2014-11-07,45,960,922,0,0
2014-11-14,46,948,963,0,0
2014-11-21,47,949,1036,0,0
2014-11-28,48,982,950,0,0
2014-12-05,49,1018,1022,0,0
2014-12-12,50,1069,1109,0,0
2014-12-19,51,1176,1190,0,0
2014-12-26,52,833,1333,0,0
2015-01-02,1,1261,1393,0,0
2015-01-09,2,1607,1369,0,0
2015-01-16,3,1442,1351,0,0
2015-01-23,4,1386,1257,0,0
2015-01-30,5,1220,1176,0,0
2015-02-06,6,1151,1141,0,0
2015-02-13,7,1128,1056,0,0
2015-02-20,8,1068,1137,0,0
2015-02-27,9,1113,1090,0,0
2015-03-06,10,1106,1034,0,0
2015-03-13,11,1040,1038,0,0
2015-03-20,12,982,1008,0,0
2015-03-27,13,1032,1040,0,0
2015-04-03,14,841,996,0,0
2015-04-10,15,1023,1021,0,0
2015-04-17,16,1103,962,0,0
2015-04-24,17,1009,1004,0,0
